context_id,id,context,claim,evidence_text,response_label,pronoun_info,referent_info
fdt__98___0,fdt__98___0--0,"[""Hi, I love bowling are you at all interested in the sport?""]","I am! It's one of the major forms of throwing sports, although I've personally never thrown my bowling ball :p",It is one of the major forms of throwing sports.,HALLUCINATION,"{""surface"": ""It"", ""span"": [6, 8]}","{""mentions"": [{""surface"": ""bowling"", ""span"": [0, 11, 18]}]}"
fdt__102___2,fdt__102___2--0,"[""I have never been to Ireland before."", ""Oh, the island in the North Atlantic? That's interesting."", ""Is Ireland part of the UK?"", ""It's beyond me, but Great Britain sits to its east, across the North Channel."", ""I see. That is interesting. When was Ireland founded?""]",i have heard it is the  third-largest island in Europe,Ireland is the third-largest island in Europe.,HALLUCINATION,"{""surface"": ""it"", ""span"": [13, 15]}","{""mentions"":[{""surface"":""Ireland"",""span"":[0,21,28]},{""surface"":""Ireland"",""span"":[2,3,10]},{""surface"":""Ireland"",""span"":[4,37,44]}]}"
fdt__111___1,fdt__111___1--0,"[""I have become interested in archery!  I am not very good, but am trying to learn more about the sport!"", ""Oh, that's nice. So you are using a bow to shoot arrows, then?"", ""Yeah, I am trying to approach it cautiously.  When was archery created?""]",Well it has been around almost forever. the name comes from the latin word ''arcus''.,The word comes from the Latin ''arcus''.,HALLUCINATION,"{""surface"": ""it"", ""span"": [5, 7]}","{""mentions"": [{""surface"": ""archery"", ""span"": [0, 28, 35]}, {""surface"": ""archery"", ""span"": [2, 55, 62]}]}"
fdt__113___1,fdt__113___1--0,"[""Cardigans make me look dapper."", ""What I know about this garment is that it is has an association with the Roaring Twenties college culture"", ""Do you know if there are any made out of a material other than cotton?""]","Not sure, but they are knitted so I'm guessing lots of different materials can be used.",A cardigan is a type of knitted garment (sweater) that has an open front.,HALLUCINATION,"{""surface"": ""they"", ""span"": [14, 18]}","{""mentions"": [{""surface"": ""Cardigans"", ""span"": [0, 0, 9]}]}"
fdt__115___1,fdt__115___1--0,"[""My parents just adopted a yappy little Chihuahua. Not so sure I'm stoked about the idea. I don't really know if they have any redeemable or interesting qualities, do you?"", ""Well, they descended from the Techichi, which was a favorite dog of the Toltec civilization in Mexico."", ""Yeah, I imagined they would come from Mexico. I still don't understand why they're so small, though. Did they just get bred that way somehow?""]","Well the earliest evidence show that they were around in 100 AD, so as far as breeding I do not know","The earliest of these were found at Tres Zapotes in Veracruz, Mexico, which date to 100 AD, indirect evidence that the breed was in Mexico over 1400 years before the first Europeans arrived.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [37, 41]}","{""mentions"": [{""surface"": ""Chihuahua"", ""span"": [0, 39, 48]}]}"
fdt__116___2,fdt__116___2--0,"[""What is your favorite thing to post on Instagram?"", ""I am a bot so posting on Instagram is not possible to me, what about you, are you a registered user on Instagram? I know that it is possible to upload photos or videos there"", ""Yes, I love posting everything on Instagram and Facebook as well"", ""So you use Facebook too, did you know that Instagram is owned by Facebook?"", ""Cool, what I like the most on Instagram are the filters""]",generally landscape photos.  Instagram allows you to use different filters which makes it pretty cool.,"Users can apply various digital filters to their images, and add locations through geotags.",HALLUCINATION,"{""surface"": ""it"", ""span"": [87, 89]}","{""mentions"": [{""surface"": ""Instagram"", ""span"": [0, 39, 48]}, {""surface"": ""Instagram"", ""span"": [1, 25, 34]}, {""surface"": ""Instagram"", ""span"": [1, 103, 112]}, {""surface"": ""Instagram"", ""span"": [2, 34, 43]}, {""surface"": ""Instagram"", ""span"": [3, 43, 52]}, {""surface"": ""Instagram"", ""span"": [4, 30, 39]}]}"
fdt__120___0,fdt__120___0--0,"[""the land is green ,natures best""]",Green is well known as the color of Ireland and Gaelic culture. It is also my favorite color!,It also has a long historical tradition as the color of Ireland and of Gaelic culture.,HALLUCINATION,"{""surface"": ""It"", ""span"": [64, 66]}","{""mentions"": [{""surface"": ""green"", ""span"": [0, 12, 17]}]}"
fdt__120___2,fdt__120___2--0,"[""the land is green ,natures best"", ""Speaking of green, were you aware that green is the color of Gaelic culture and Ireland?"", ""I didn't know that. Why are plants green?"", ""Well, I know that the largest contributor to the green you see in nature is the chemical chlorophyll. It is the chemical used by plants for photosynthesis"", ""how is green color produced?""]","Green is evoked by light, a dominant wavelength of about 495570 nm. It is between blue and yellow.",It is evoked by light which has a dominant wavelength of roughly 495570 nm.,HALLUCINATION,"{""surface"": ""It"", ""span"": [68, 70]}","{""mentions"": [{""surface"": ""green"", ""span"": [0, 12, 17]}, {""surface"": ""green"", ""span"": [1, 12, 17]}, {""surface"": ""green"", ""span"": [1, 39, 44]}, {""surface"": ""green"", ""span"": [3, 49, 54]}, {""surface"": ""green"", ""span"": [4, 7, 12]}]}"
fdt__122___1,fdt__122___1--0,"[""Guns N' Roses... what's so great about 'em?"", ""I'm a bot, so I can't listen to music to answer your question, but they are a rock band from Los Angeles."", ""I've heard that before.. but what's interesting about them? So, first off, I can't even remember what decade they're from. '80s? '70s?""]","The lineup, when first signed to Geffen Records in 1986 so they consider themselves an 80s band.","The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.",HALLUCINATION,"{""surface"": ""they"", ""span"": [59, 63]}","{""mentions"": [{""surface"": ""Guns N' Roses"", ""span"": [0, 0, 13]}]}"
fdt__122___3,fdt__122___3--0,"[""Guns N' Roses... what's so great about 'em?"", ""I'm a bot, so I can't listen to music to answer your question, but they are a rock band from Los Angeles."", ""I've heard that before.. but what's interesting about them? So, first off, I can't even remember what decade they're from. '80s? '70s?"", ""I don't know what's interesting about them. They did sign with Geffen Records in 1986, though."", ""I see. Did they sell a lot of albums, or something?"", ""Their first album made number one on Billboard's 200 list, and their single Sweet Child o' Mine made number one on the Hot 100."", ""OK, so they did sell a lot of albums, then?""]","The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US. I think thats enough reason to atleast listen to them on youtube.","The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US, as well as the eleventh best-selling album in the United States.",HALLUCINATION,"{""surface"": ""it"", ""span"": [118, 120]}","{""mentions"": [{""surface"": ""Their first album"", ""span"": [5, 0, 17]}]}"
fdt__124___3,fdt__124___3--0,"[""My niece recently got into cheerleading. She really seems to enjoy it."", ""Nice. Cheerleading can be done to motivate a sports team, to entertain people, or for competition. Which does she do?"", ""She does it for her high school football team, but she also entered a summer cheer competition because her coach recommended her."", ""That's awesome. ESPN has broadcast international cheerleading competitions."", ""Some people don't think it's a sport, but I definitely disagree. She works very hard!"", ""That's great! Routines can in volve tumbling, dancing, jumps, cheering and stunting."", ""Yes, it's a lot of work. More than some other sports, in fact. I'm pretty proud of her and hope she goes far.""]","Good luck to her! It's become so popular in America, apparently about 1.5 million participants are involved. Very cool!","Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",HALLUCINATION,"{""surface"": ""It"", ""span"": [18, 20]}","{""mentions"": [{""surface"": ""cheerleading"", ""span"": [0, 27, 39]}, {""surface"": ""Cheerleading"", ""span"": [1, 6, 18]}]}"
fdt__129___4,fdt__129___4--0,"[""I am thinking of picking up archery."", ""Oh, that's where a bow is used to move an arrow right?"", ""It is. Are there different types of archery bows?"", ""I'm not sure about different types but there is the composite bow, its a traditional one crafted from horn, sinew, and wood laminated together."", ""Oh I see Would you happen to know how long ago Archery dates back to?"", ""The oldest signs of its use in Europe comes from the north of Hamburg, Germany and dates back about 10,000-9,000 BC."", ""That is an incredibly long time ago. Do people compete in archery against each other for sport?"", ""Yes, it's mainly a competitive sport and recreational activity."", ""It looks relaxing but Im sure it is very hard to master? Do people still use archery to hunt?""]",yes and historically it has been used for hunting and combat,"Historically, archery has been used for hunting and combat.",HALLUCINATION,"{""surface"": ""it"", ""span"": [21, 23]}","{""mentions"": [{""surface"": ""archery"", ""span"": [0, 28, 35]}, {""surface"": ""Archery"", ""span"": [4, 47, 54]}, {""surface"": ""archery"", ""span"": [6, 58, 65]}, {""surface"": ""archery"", ""span"": [8, 77, 84]}]}"
fdt__130___1,fdt__130___1--0,"[""What do you know about waterfowl hunting?"", ""It is where animals like ducks, geese, and other waterfowls are hunted for sport and food."", ""What kind of gear do you need?""]","Anything comfortable, it's usually done allowed in places like USA but its an outdoor activity","In many western countries, commercial waterfowl hunting is prohibited, and duck hunting is primarily an outdoor sporting activity.",HALLUCINATION,"{""surface"": ""it"", ""span"": [22, 24]}","{""mentions"": [{""surface"": ""waterfowl hunting"", ""span"": [0, 23, 40]}]}"
fdt__130___2,fdt__130___2--0,"[""What do you know about waterfowl hunting?"", ""It is where animals like ducks, geese, and other waterfowls are hunted for sport and food."", ""What kind of gear do you need?"", ""That I do not know but you may be interested to know that its actually prohibited to waterfowl hunt commercially. Duck hunting is mainly a outdoor sport activity."", ""I see, well for the places that can hunt them, are there specific locations for each type?""]","It is done using conventional hunting methods, so I think a dog might help","Many types of ducks and geese share the same habitat, have overlapping or identical hunting seasons, and are hunted using the same methods.",HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""waterfowl hunting"", ""span"": [0, 23, 40]}]}"
fdt__136___4,fdt__136___4--0,"[""I need to learn more about accounting"", ""Well, accounting is called the ''language of business'' and it measures the results of a company's economic activities."", ""What is the hardest thing about it"", ""I am not sure if I can answer that, however, I know that Financial accounting focuses on things like reporting of the financial information of a organization for example."", ""that makes sense, what else do you know?"", ""Are you thinking about becoming an accountant? There are many fields including financial, management, tax, cost and external auditing"", ""I have considered going to school for it yes"", ""Well, so let me tell you this important fact already, if you demonstrate competency through certification exams, you will be certifies to use several accounting titles"", ""I will keep that in mind when I decide!""]",It's a great field! Accounting has been around since 1494 when Luca Pacioli established accounting. At least you know you will always be needed!,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""accounting"", ""span"": [0, 27, 37]}, {""surface"": ""accounting"", ""span"": [1, 6, 16]}]}"
fdt__139___1,fdt__139___1--0,"[""Do you like the color green?"", ""As a bot, I can't see colors, but I can tell you it's between yellow and blue on the spectrum of visible light."", ""I also like blue due to it being the color of the sky.""]",I still prefer green. It's the color of nature. Lots of animals have adapted to their green environments.,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,HALLUCINATION,"{""surface"": ""It"", ""span"": [22, 24]}","{""mentions"": [{""surface"": ""green"", ""span"": [0, 22, 27]}]}"
fdt__144___1,fdt__144___1--0,"[""Hey! Do you like hot dogs? I feel like they're an American classic."", ""I can't eat since I'm a bot. What do you like on your hot dog. There are several toppings to choose from, like ketchup, mustard, onions, and other things."", ""Classic combo. I like mine with relish. In New York they sell them at nearly every street corner.""]","No, not in NY, but LA has great Street Food hot dogs.  They're grilled and wrapped with bacon","Street foods, ready-to-eat food or drink sold in a street or other public place, such as a market or fair, by a hawker or vendor, often from a portable stall, have variations within both regions and cultures.",HALLUCINATION,"{""surface"": ""They"", ""span"": [55, 59]}","{""mentions"": [{""surface"": ""hot dogs"", ""span"": [0, 17, 25]}]}"
fdt__148___0,fdt__148___0--0,"[""I admire paramedics so much. They are vital to our medical care.""]",Yes I feel grateful for all of the EMS workers who work on an ambulance. They must see some crazy things.,"A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.",HALLUCINATION,"{""surface"": ""They"", ""span"": [73, 77]}","{""mentions"": [{""surface"": ""paramedics"", ""span"": [0, 9, 19]}]}"
fdt__149___1,fdt__149___1--0,"[""Out of all of the colors of the rainbow I think Green is my favorite"", ""Oh, that's nice to know. Did you know it's between yellow and blue on the light spectrum?"", ""Yes, do you know if it's considered a warm color?""]","Yeah, and I also know that it has a dominant wavelength of between 495-570 nm.",It is evoked by light which has a dominant wavelength of roughly 495570 nm.,HALLUCINATION,"{""surface"": ""it"", ""span"": [27, 29]}","{""mentions"": [{""surface"": ""Green"", ""span"": [0, 48, 53]}]}"
fdt__149___3,fdt__149___3--0,"[""Out of all of the colors of the rainbow I think Green is my favorite"", ""Oh, that's nice to know. Did you know it's between yellow and blue on the light spectrum?"", ""Yes, do you know if it's considered a warm color?"", ""I do not, but I do know that its dominant wavelength is about 495570 nm."", ""Oh really? As in sound?"", ""No, that's the dominant wavelength of the light, not of sound."", ""Ah I have never heard that about colors. What else can you tell me about green?""]",In the RGB system it is a mixture of cyan and yellow.,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [18, 20]}","{""mentions"": [{""surface"": ""Green"", ""span"": [0, 48, 53]}, {""surface"": ""green"", ""span"": [6, 73, 78]}]}"
fdt__156___1,fdt__156___1--0,"[""Do you like Dylan's candy bar?"", ""I can't eat, due to being a bot, but I'm aware of the existence of this chain of candy shops."", ""What kinds of things do they make?""]","They claim to be the largest unique candy store in the world, which was inspired by Roald Dahl's story of the Willy Wonka Chocolate Factory.","Lauren was inspired to create the store, which is asserted to be the ''largest unique candy store in the world'', by the Roald Dahl story of ''Willy Wonka & the Chocolate Factory''.",HALLUCINATION,"{""surface"": ""They"", ""span"": [0, 4]}","{""mentions"": [{""surface"": ""Dylan's candy bar"", ""span"": [0, 12, 29]}]}"
fdt__156___2,fdt__156___2--0,"[""Do you like Dylan's candy bar?"", ""I can't eat, due to being a bot, but I'm aware of the existence of this chain of candy shops."", ""What kinds of things do they make?"", ""I have no idea, but it's been claimed that they're the largest candy store on the planet. The creator was inspired by Ronald Dahl's Willy Wonka story."", ""Interesting. Where are they located?""]","They have shops in New York City, Los Angeles, Chicago and Mami.  The owner is Dylan Lauren, daughter of the famous designer Ralph Lauren.","It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",HALLUCINATION,"{""surface"": ""They"", ""span"": [0, 4]}","{""mentions"": [{""surface"": ""Dylan's candy bar"", ""span"": [0, 12, 29]}]}"
fdt__164___3,fdt__164___3--0,"[""I almost bowled a 300 game a few days back. I was so close!"", ""Do you enjoy bowling as a sport?"", ""I do I play all the time! I go to a ally by my house."", ""So, are you playing ten-pin bowling, where you roll a ball down a lane to ten pins?"", ""Yes, I think it is the normal thing for bowling. Do you know what the ball is made of?"", ""No, I don't. Have you ever heard of the variation on 10-pin called duckpin bowling?"", ""I have never tried that, What is the object of that?""]","It's a kind of bowling where the pins are shorter and smaller, thus more difficult to strike",They are thus significantly smaller than those used in ten-pin bowling but are slightly larger and heavier than those used in candlepin bowling.,HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""duckpin bowling"", ""span"": [5, 67, 82]}]}"
fdt__167___0,fdt__167___0--0,"[""do you like popcorn?""]",Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns.,Some strains of corn (taxonomized as ''Zea mays'') are cultivated specifically as popping corns.,HALLUCINATION,"{""surface"": ""it"", ""span"": [5, 7]}","{""mentions"": [{""surface"": ""popcorn"", ""span"": [0, 12, 19]}]}"
fdt__167___1,fdt__167___1--0,"[""do you like popcorn?"", ""I can't eat popcorn, being a bot, but were you aware that there are strains of corn specifically cultivated for popcorn?"", ""Yep. It's pretty great hearing the popping sound. How did people pop popcorn before the microwave?""]",I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food.,Popping of the kernels was achieved by hand on the stovetop through the 19th century.,HALLUCINATION,"{""surface"": ""it"", ""span"": [131, 133]}","{""mentions"": [{""surface"": ""popcorn"", ""span"": [0, 12, 19]}, {""surface"": ""popcorn"", ""span"": [1, 12, 19]}, {""surface"": ""popcorn"", ""span"": [1, 112, 119]}, {""surface"": ""popcorn"", ""span"": [2, 69, 76]}]}"
fdt__169___0,fdt__169___0--0,"[""I love watching the NFL. I'm anxious for the season to start, even though I think Houston (my team) will probably be terrible.""]",I don't know much about it just that its a team sport with eleven players but I always hope the Saints win!,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",HALLUCINATION,"{""surface"": ""it"", ""span"": [24, 26]}","{""mentions"": [{""surface"": ""NFL"", ""span"": [0, 20, 23]}]}"
fdt__169___3,fdt__169___3--0,"[""I love watching the NFL. I'm anxious for the season to start, even though I think Houston (my team) will probably be terrible."", ""Oh, really? Is this American football, the team sport with eleven players to a team?"", ""Eleven players on the field, yeah, but you can never count out the 12th man: the crowd! So what do you know about football?"", ""Well, I know that you score points by either advancing the ball to the opponent's endzone or kicking it through their goalposts."", ""A touchdown is the most exciting way to score, for sure."", ""Also, I know that the team that scores the most points wins the game."", ""Right. Plus now that sports betting has been legalized, there are even more ways to enjoy football.""]",The first football game was played between college teams in 1869 so it has been popular a long time,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.",HALLUCINATION,"{""surface"": ""it"", ""span"": [68, 70]}","{""mentions"": [{""surface"": ""American football"", ""span"": [1, 20, 37]}, {""surface"": ""football"", ""span"": [2, 114, 122]}, {""surface"": ""football"", ""span"": [6, 90, 98]}]}"
fdt__171___4,fdt__171___4--0,"[""I like to listen to Elvis! Have you heard him?"", ""I have not, have you ever heard about Hound Dog, the song written by Mike Stoller and Jerry Leiber ?"", ""Yes, I love that song! I really like his version of ''My Way''"", ""Elvis started his music career in 1954 recording at Sun Records with producer Sam Phillips."", ""Yeah! In reality he didn't have too long of a career. Its a shame he died young."", ""His first RCA single was ''Heartbreak Hotel'' released in 1956 and became a number one hit in the US."", ""Right, he became popular pretty quickly! When did he die?"", ""I am not sure about this information, what I am sure about it the fact that he once was the leading figure of rock and roll"", ""Is he in the rock and roll hall of fame?""]","There would be no hall of fame without Elvis, lol. He also starred in successful television appearances.","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",HALLUCINATION,"{""surface"": ""He"", ""span"": [51, 53]}","{""mentions"": [{""surface"": ""Elvis"", ""span"": [0, 20, 25]}, {""surface"": ""Elvis"", ""span"": [3, 0, 5]}]}"
fdt__172___1,fdt__172___1--0,"[""My mother met Elvis."", ""Wow! He was an actor as well as a singer."", ""That's true. It was before I was born, but she told me about it.""]",I have always heard of Elvis as the King of Rock! He was an icon,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ''King of Rock and Roll'' or simply ''the King''.",HALLUCINATION,"{""surface"": ""He"", ""span"": [50, 52]}","{""mentions"": [{""surface"": ""Elvis"", ""span"": [0, 14, 19]}]}"
fdt__178___1,fdt__178___1--0,"[""What do you think about cheerleaders?  I was a cheerleader in highschool!"", ""Cool, but I don't really have an opinion about cheerleading, I only know some facts about it, for example, it can even be an intense physical activity"", ""Yes, people don't realize how physical it is. they think it is just yelling a cheer, but it is a lot more than that""]",For sure and it is an excellent source of physical fitness.,"Physical fitness is a state of health and well-being and, more specifically, the ability to perform aspects of sports, occupations and daily activities.",HALLUCINATION,"{""surface"": ""it"", ""span"": [13, 15]}","{""mentions"": [{""surface"": ""cheerleading"", ""span"": [1, 47, 59]}]}"
fdt__182___2,fdt__182___2--0,"[""Look, hotdogs are my favourite!"", ""Oh, how nice! They're also called frankfurters. Do you like yours grilled or steamed?"", ""Grilled! I also like them steamed, though."", ""Do you also like variations on hot dogs, like corn dogs or pigs in a blanket?"", ""Yes, I do! Hey, do you know where the hot dog originated?""]",I know that they were originally imported from Germany and then became popular in the US.,"This type of sausage was culturally imported from Germany and popularized in the United States, where it became a working-class street food sold at hot dog stands and carts.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [12, 16]}","{""mentions"": [{""surface"": ""hotdogs"", ""span"": [0, 6, 13]}, {""surface"": ""frankfurters"", ""span"": [1, 34, 46]}, {""surface"": ""hot dogs"", ""span"": [3, 31, 39]}, {""surface"": ""hot dog"", ""span"": [4, 38, 45]}]}"
fdt__183___0,fdt__183___0--0,"[""Hey, I was trying to learn a little bit more about accounting""]","Are you good in mathematics as it deals with measurement, processing, and communication of financial information about economic entities","Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [31, 33]}","{""mentions"": [{""surface"": ""accounting"", ""span"": [0, 51, 61]}]}"
fdt__185___0,fdt__185___0--0,"[""My favorite color is green!""]",I do too because of plants  and it' abundant in nature and all around us,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",HALLUCINATION,"{""surface"": ""it"", ""span"": [32, 34]}","{""mentions"": [{""surface"": ""green"", ""span"": [0, 21, 26]}]}"
fdt__189___4,fdt__189___4--0,"[""I love the color green it reminds me of trees and nature, Green is the color between blue and yellow on the visible spectrum"", ""The part that you said that green is the color between yellow and blue is correct, green is indeed located there on the visible spectrum."", ""In early modern Europe, green was the color commonly associated with wealth, merchants, bankers and the gentry"", ""The color has a dominant wavelength of roughly 495570 nm if i rememebr"", ""Green also has a long historical tradition as the color of Ireland and of Gaelic culture."", ""Nice piece of information, another fact I will add is that chlorophyll is the largest contributor to green seen in nature"", ""Its a popular color worldwide, green is the color of the banner of Muhammad, and is found in the flags of nearly all Islamic countries"", ""Several minerals have the color green in them like the emerald"", ""Green is the color most commonly associated with nature, life, health, youth, spring, hope and envy""]","it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors . We will always need green to make great art work.","In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",HALLUCINATION,"{""surface"": ""it"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""green"", ""span"": [0, 17, 22]}, {""surface"": ""Green"", ""span"": [0, 58, 63]}, {""surface"": ""green"", ""span"": [1, 28, 33]}, {""surface"": ""green"", ""span"": [1, 83, 88]}, {""surface"": ""green"", ""span"": [2, 24, 29]}, {""surface"": ""Green"", ""span"": [4, 0, 5]}, {""surface"": ""green"", ""span"": [5, 101, 106]}, {""surface"": ""green"", ""span"": [6, 31, 36]}, {""surface"": ""green"", ""span"": [7, 32, 37]}, {""surface"": ""Green"", ""span"": [8, 0, 5]}]}"
fdt__191___3,fdt__191___3--0,"[""Hi, apparently I'm an accountant"", ""Well, I don't really know anything about accountants right now, do you want to talk about musical groups ? I know that there is a show which the cast became a recognized musical group"", ""What's that?"", ""It' an Australian children musical team from 1998!"", ""Nice, what else Australian things do you know about ?"", ""Well, I also know about Play School, which is an Australian educational TV show. Have you ever watched it ?"", ""I don't think I have. Is that like the equivalent of Barney in the US?""]",A bit!  It was made by Joy Whitby.,It was created by Joy Whitby.,HALLUCINATION,"{""surface"": ""It"", ""span"": [8, 10]}","{""mentions"": [{""surface"": ""Play School"", ""span"": [5, 24, 35]}]}"
fdt__194___3,fdt__194___3--0,"[""Green is my favorite color especially because money is green lol."", ""So let me tell you another fact about your favorite color, green is actually between yellow and blue on the visible spectrum"", ""Really? I did not know that. Other green thing I like is kale"", ""Speaking of kale, did you know that those cultivars of cabbage are grown for their leaves, which can be eaten ?"", ""That I did know, I also like green beans, what do you know about it?"", ""Well, I know that green beans are also know as French beans, nap beans, or string beans"", ""I love snaps, I like to eat them during St. Patrick's Day""]",I rarely wear green although I do wear it on St. Patrick's Day when celebrating Irish American culture.,"It is primarily celebrated as a recognition of Irish and Irish American culture; celebrations include prominent displays of the color green, eating and drinking, religious observances, and numerous parades.",HALLUCINATION,"{""surface"": ""it"", ""span"": [39, 41]}","{""mentions"": [{""surface"": ""Green"", ""span"": [0, 0, 5]}, {""surface"": ""green"", ""span"": [1, 59, 64]}]}"
fdt__195___4,fdt__195___4--0,"[""discovery channel used to be so good"", ""I see, did you like it back when it was known as The Discovery Channel? That was from 1985 to 1995."", ""Yeah, did they change it though? Isn't it still called that?"", ""Well, it is referred to as Discovery Channel or just Discovery."", ""Ah okay, so just trimmed the off. Is it still popular in the US?"", ""Well, it is the 3rd most distributed cable channel."", ""oh really its that popular?"", ""Yes, it is only behind TBS and the Weather Channel"", ""huh i wouldve never guessed.""]",It is currently available in over 409 million households throughout the world,", Discovery Channel is the third most widely distributed cable channel in the United States, behind TBS and The Weather Channel; it is available in 409 million households worldwide, through its U.S. flagship channel and its various owned or licensed television channels internationally.",NON-HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""discovery channel"", ""span"": [0, 0, 17]}, {""surface"": ""The Discovery Channel"", ""span"": [1, 49, 70]}, {""surface"": ""Discovery Channel"", ""span"": [3, 27, 44]}, {""surface"": ""Discovery"", ""span"": [3, 53, 62]}]}"
fdt__200___2,fdt__200___2--0,"[""The Discovery Channel has a lot of interesting shows on, that's why I like to watch it a lot."", ""Oh, did you know that it has the third widest distribution on cable?"", ""Damn that's a lot of people that must watch it then."", ""I'm not sure if that's true, but almost 97% of American households have a TV."", ""That's so many people that own TVs but I'm not surprised. I really don't know what my favorite is, honestly.""]","You should really consider watching Discovery, they have tons of reality tv series. Some of the most popular are Deadliest Catch, Dirty Jobs, and MythBusters","Programming on the flagship Discovery Channel in the U.S. is primarily focused on reality television series, such as speculative investigation (with shows such as ''MythBusters'', ''Unsolved History'', and ''Best Evidence''), automobiles, and occupations (such as ''Dirty Jobs'' and ''Deadliest Catch''); it also features documentaries specifically aimed at families and younger audiences.",HALLUCINATION,"{""surface"": ""they"", ""span"": [47, 51]}","{""mentions"": [{""surface"": ""Discovery Channel"", ""span"": [0, 4, 21]}]}"
fdt__233___2,fdt__233___2--0,"[""Did you ever get into nickelback? I never minded them, but they seem very hated for some reason"", ""Never really got into them, but they are a Canadian rock band. They formed around 1995."", ""Oh, I did not know they were around for that long, or even from Canada"", ""Nickelback is on of the most successful bands from Canada. They have sold over 50 million albums, surprisingly enough."", ""That is a lot, but not as many as I expected, it is interesting because Thiller by Michael Jackson sold like 67 million if I recall correctly""]",Oh wow that is insane. Nickelback also have four albums on the Billboard top albums of the decade. They are also listed as number 7 on the Billboard top artist of the decade.,"They were listed number seven on the ''Billboard'' top artist of the decade, with four albums listed on the ''Billboard'' top albums of the decade.",HALLUCINATION,"{""surface"": ""They"", ""span"": [99, 103]}","{""mentions"": [{""surface"": ""nickelback"", ""span"": [0, 22, 32]}, {""surface"": ""Nickelback"", ""span"": [3, 0, 10]}]}"
fdt__238___2,fdt__238___2--0,"[""The Insane Clown Posse is so insane. Who are these guys?"", ""They are a hip hop duo. One is called Violent J and the other is called Shaggy 2 Dope."", ""Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them?"", ""They were founded in 1989 in Detroit and their hip hop style is known as horrorcore. They're also known for their elaborate live shows."", ""Wow Insane Clown Posse has been around for that long? It is hard to stay that relevant in music these days.""]",What really surprises me is that they have earned two platinum and five gold albums! Has to be a very interesting demographics that buy their albums.,The duo has earned two platinum and five gold albums.,HALLUCINATION,"{""surface"": ""they"", ""span"": [33, 37]}","{""mentions"": [{""surface"": ""Insane Clown Posse"", ""span"": [0, 4, 22]}, {""surface"": ""Insane Clown Posse"", ""span"": [2, 24, 42]}, {""surface"": ""Insane Clown Posse"", ""span"": [4, 4, 22]}]}"
