context_id,id,context,claim,evidence_text,response_label,pronoun_info,referent_info
fdr__609___0,fdr__609___0--0,"[""Pita bread is some of the best bread out there.""]","It really is! t is used in many Mediterranean, Balkan, and Middle Eastern cuisines","It is used in many Mediterranean, Balkan, and Middle Eastern cuisines, and resembles other slightly leavened flatbreads such as Iranian ''nan-e barbari'', Central and South Asian flatbreads (such as ''naan''), and pizza crust.",NON-HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""Pita bread"", ""span"": [0, 0, 10]}]}"
fdr__611___0,fdr__611___0--0,"[""My doctor recently suggested that I try weight training, but I'm not sure where to start! Do you know anything about lifting weights?""]",It's a type of strength training for developing the strength and size of muscles. Why does your doctor want you to start weight training?,Weight training is a common type of strength training for developing the strength and size of skeletal muscles.,NON-HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""weight training"", ""span"": [0, 40, 55]}, {""surface"": ""lifting weights"", ""span"": [0, 117, 132]}]}"
fdr__611___1,fdr__611___1--0,"[""My doctor recently suggested that I try weight training, but I'm not sure where to start! Do you know anything about lifting weights?"", ""It's a type of strength training for developing the strength and size of muscles. Why does your doctor want you to start weight training?"", ""I guess he thinks it be a good addition to the cardio that I regularly do. What are some of the health benefits of weight training?""]",It increases your physical strength.,Strength training is an inclusive term that describes all exercises devoted toward increasing physical strength.,NON-HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""weight training"", ""span"": [0, 40, 55]}, {""surface"": ""lifting weights"", ""span"": [0, 117, 132]}, {""surface"": ""weight training"", ""span"": [1, 121, 136]}, {""surface"": ""weight training"", ""span"": [2, 115, 130]}]}"
fdr__613___0,fdr__613___0--0,"[""I like vinyl records more known as a Phonograph record.""]","Hi , it is a known as a gramophone record","A phonograph record (also known as a gramophone record, especially in British English, or record) is an analog sound storage medium in the form of a flat disc with an inscribed, modulated spiral groove.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [5, 7]}","{""mentions"": [{""surface"": ""vinyl records"", ""span"": [0, 7, 20]}, {""surface"": ""a Phonograph record"", ""span"": [0, 35, 54]}]}"
fdr__614___3,fdr__614___3--0,"[""Skunks are such repulsive animals."", ""I see. I know that they are from a mammal family called Mephitidae."", ""Wow that's really interesting. I've never even seen one before."", ""Skunk typically are black and white or a variation of brown, cream and ginger.  All of them have warning coloration."", ""I've only seen the generic black and white ones."", ""Well, all of them spray a liquid that smells bad. Have you ever smelled it?"", ""Oh yes that is what they are so infamous for.""]",When skunks are born they have that infamous stripe that is known in their appearance.  You will never mistake one for something else.,"All skunks are striped, even from birth.",HALLUCINATION,"{""surface"": ""they"", ""span"": [21, 25]}","{""mentions"": [{""surface"": ""Skunks"", ""span"": [0, 0, 6]}, {""surface"": ""Skunk"", ""span"": [3, 0, 5]}]}"
fdr__615___2,fdr__615___2--0,"[""bank tellers seem like they dont care for their job"", ""Well, I know that they thye are known as cashier in some places"", ""oh yea? makes sense."", ""Bank tellers have to at least acquire a high school diploma and have experience with cash."", ""oh so not much requirements to it""]",They do have to be able to stop and detect any signs of fraud from customers.,"Being front line staff they are most likely to detect and stop fraudulent transactions in order to prevent losses at a bank (counterfeit currency and checks, identity theft, confidence tricks, etc.).",NON-HALLUCINATION,"{""surface"": ""They"", ""span"": [0, 4]}","{""mentions"": [{""surface"": ""bank tellers"", ""span"": [0, 0, 12]}, {""surface"": ""cashier"", ""span"": [1, 41, 48]}, {""surface"": ""Bank tellers"", ""span"": [3, 0, 12]}]}"
fdr__617___0,fdr__617___0--0,"[""Hey, you like pizza too?""]",I love pizza!  I like vegetablesand meats on it!,"It can also be topped with additional vegetables, meats, and condiments, and can be made without cheese.",HALLUCINATION,"{""surface"": ""it"", ""span"": [45, 47]}","{""mentions"": [{""surface"": ""pizza"", ""span"": [0, 14, 19]}]}"
fdr__618___0,fdr__618___0--0,"[""I love playing my guitar. I have a Gibson Les Paul.""]","That's awesome! It's a very prestigious line of guitars, first sold in 1952! Plenty of famous people have Gibson Les Paul's.",The Gibson Les Paul is a solid body electric guitar that was first sold by the Gibson Guitar Corporation in 1952.,HALLUCINATION,"{""surface"": ""It"", ""span"": [16, 18]}","{""mentions"": [{""surface"": ""Gibson Les Paul"", ""span"": [0, 35, 50]}]}"
fdr__618___2,fdr__618___2--0,"[""I love playing my guitar. I have a Gibson Les Paul."", ""Oh really? Did you know the first one was sold in 1952 or that it is electric and has a solid body?"", ""I did not know they started making Gibson les Paul's that long ago. They make quality guitars."", ""Yeah, after that year they have been produced in many different models and editions."", ""Do you know where the make the Les Paul guitars?""]","I'm unsure of where, but I do know that it was designed by Ted McCarthy, factory manager John Huis and their team, along with the guitarist Les Paul.","The Les Paul was designed by Gibson president Ted McCarty, factory manager John Huis and their team, along with guitarist/inventor Les Paul.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [40, 42]}","{""mentions"": [{""surface"": ""Gibson Les Paul"", ""span"": [0, 35, 50]}, {""surface"": ""Gibson les Paul's"", ""span"": [2, 35, 52]}, {""surface"": ""Les Paul guitars"", ""span"": [4, 31, 47]}]}"
fdr__618___4,fdr__618___4--0,"[""I love playing my guitar. I have a Gibson Les Paul."", ""Oh really? Did you know the first one was sold in 1952 or that it is electric and has a solid body?"", ""I did not know they started making Gibson les Paul's that long ago. They make quality guitars."", ""Yeah, after that year they have been produced in many different models and editions."", ""Do you know where the make the Les Paul guitars?"", ""I'm unsure of where, but I do know that it was designed by Ted McCarthy, factory manager John Huis and their team, along with the guitarist Les Paul."", ""That is interesting. Did Les Paul play in a famous band?"", ""I don't know if he was in a famous band. He is a pioneer of electric guitars with solid bodies though."", ""Oh I see. What else is he known for if any?""]",You should! He experimented with various types of music and had some unique sounds for his time.,"Although he was not the first to use the technique, his early experiments with overdubbing (also known as sound on sound), delay effects such as tape delay, phasing effects and multitrack recording were among the first to attract widespread attention.",HALLUCINATION,"{""surface"": ""He"", ""span"": [12, 14]}","{""mentions"": [{""surface"": ""Les Paul"", ""span"": [5, 140, 148]}, {""surface"": ""Les Paul"", ""span"": [6, 25, 33]}]}"
fdr__619___2,fdr__619___2--0,"[""I just signed up for swimming lessons!  I've always wanted to learn how to swim!"", ""Awesome. A lot of countries require the children to have a minimun level of swimming by the ending of their primary education"", ""Interesting!  Do you know some swimming techniques, like the back stroke?"", ""I don't have much information about those. But I know that kids can develop confidence through swimming lessons"", ""I had no Idea. What else do you know?""]",That is one of the things your lessons will go over. They will help prevent drowning while under the watch of your teacher.,"Children were traditionally viewed not to be able to swim independently until 4 years of age, but infant swimming lessons are now recommended to prevent drowning.",HALLUCINATION,"{""surface"": ""They"", ""span"": [53, 57]}","{""mentions"": [{""surface"": ""swimming lessons"", ""span"": [0, 21, 37]}, {""surface"": ""swimming lessons"", ""span"": [3, 95, 111]}]}"
fdr__620___0,fdr__620___0--0,"[""Ive really wanted to go camping for the first time but I have no clue what to do or what to bring, do you know anything about camping?""]",Yes I know a thing or two. It an outdoor activity usually involving an overnight stay away from home. Are you prepared for this?,"Camping is an outdoor activity involving overnight stays away from home in a shelter, such as a tent.",NON-HALLUCINATION,"{""surface"": ""It"", ""span"": [27, 29]}","{""mentions"": [{""surface"": ""camping"", ""span"": [0, 126, 133]}]}"
fdr__620___3,fdr__620___3--0,"[""Ive really wanted to go camping for the first time but I have no clue what to do or what to bring, do you know anything about camping?"", ""Yes I know a thing or two. It an outdoor activity usually involving an overnight stay away from home. Are you prepared for this?"", ""I hope so, What kind of supplies do people usually have to bring when going camping?"", ""Well, that depends. Survivalist campers just bring essentials whilst recreational campers sometimes bring their own power and furniture."", ""Oh ok, Well I guess ill bring a bit of both, I like comfort and stuff to survive, What is the best time of year to go camping anyways?"", ""Hmm, I don't have that information here right now.  I do know that campers pursue enjoyable activities outdoors, in natural areas.  They leave developed areas behind!"", ""Yeah that makes sense, I guess ill go when it starts to cool down in or around September, Any other camping facts that I need to know?""]",I would recommend you go with a friend or youth organizations. It can be dangerous to go alone.,"Camping is a key part of many youth organizations around the world, such as Scouting, which use it to teach both self-reliance and teamwork.",HALLUCINATION,"{""surface"": ""It"", ""span"": [63, 65]}","{""mentions"": [{""surface"": ""camping"", ""span"": [0, 24, 31]}, {""surface"": ""camping"", ""span"": [0, 126, 133]}, {""surface"": ""camping"", ""span"": [2, 76, 83]}, {""surface"": ""camping"", ""span"": [4, 118, 125]}, {""surface"": ""camping"", ""span"": [6, 100, 107]}]}"
fdr__621___0,fdr__621___0--0,"[""i love dr pepper""]","Oh same, it's my favorite Dr Pepper is a carbonated soft drink",Dr Pepper is a carbonated soft drink marketed as having a unique flavor.,HALLUCINATION,"{""surface"": ""it"", ""span"": [9, 11]}","{""mentions"": [{""surface"": ""dr pepper"", ""span"": [0, 7, 16]}]}"
fdr__621___4,fdr__621___4--0,"[""i love dr pepper"", ""Interesting, do you think it has a unique flavor as it is marketed?"", ""Yep, It is a very good soda."", ""Yeah. Do you also like 7 up? It is a lemon-lime soft drink brand"", ""oh yea thats great too"", ""Yes. Did you know that Charles Alderton, a pharmacist, created the drink in the 1880s?"", ""yea wow it is so old"", ""I agree. And it was only nationally marketed in America for the first time in 1904"", ""thats super crazy""]","Yeah, but now it's also sold in Europe, Asia, Canada, Mexico, Australia, and South America","Dr Pepper was first nationally marketed in the United States in 1904, and is now also sold in Europe, Asia, Canada, Mexico, Australia, and South America, as well as New Zealand and South Africa as an imported good.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [14, 16]}","{""mentions"": [{""surface"": ""dr pepper"", ""span"": [0, 7, 16]}]}"
fdr__622___0,fdr__622___0--0,"[""I live on a farm and we actually grow Vietnamese pot-bellied pigs.""]","Interesting, I think they are a traditional Vietnamese breed of small domestic pig,rright?","Vietnamese Pot-bellied is the exonym for the Lon I () or I pig, an endangered traditional Vietnamese breed of small domestic pig.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [21, 25]}","{""mentions"": [{""surface"": ""Vietnamese pot-bellied pigs"", ""span"": [0, 38, 65]}]}"
fdr__622___1,fdr__622___1--0,"[""I live on a farm and we actually grow Vietnamese pot-bellied pigs."", ""Interesting, I think they are a traditional Vietnamese breed of small domestic pig,rright?"", ""yes they are. they are all under 100 pounds full grown. i have some that are around 25 pounds full grown.""]","As I've read they are black and has short legs and a low hanging belly, that give them their name. Are yours like that?","The I is uniformly black and has short legs and a low-hanging belly, from which the name derives; in pregnant sows, the belly may drag on the ground.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [13, 17]}","{""mentions"": [{""surface"": ""Vietnamese pot-bellied pigs"", ""span"": [0, 38, 65]}]}"
fdr__622___2,fdr__622___2--0,"[""I live on a farm and we actually grow Vietnamese pot-bellied pigs."", ""Interesting, I think they are a traditional Vietnamese breed of small domestic pig,rright?"", ""yes they are. they are all under 100 pounds full grown. i have some that are around 25 pounds full grown."", ""As I've read they are black and has short legs and a low hanging belly, that give them their name. Are yours like that?"", ""yes they are, i even have some that are white with black legs""]",And do you breed them for their meat? I've heard it has a good flavor.,"It is slow-growing, but the meat has good flavour.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [49, 51]}","{""mentions"": [{""surface"": ""breed"", ""span"": [1, 55, 60]}]}"
fdr__622___3,fdr__622___3--0,"[""I live on a farm and we actually grow Vietnamese pot-bellied pigs."", ""Interesting, I think they are a traditional Vietnamese breed of small domestic pig,rright?"", ""yes they are. they are all under 100 pounds full grown. i have some that are around 25 pounds full grown."", ""As I've read they are black and has short legs and a low hanging belly, that give them their name. Are yours like that?"", ""yes they are, i even have some that are white with black legs"", ""And do you breed them for their meat? I've heard it has a good flavor."", ""yes i do. We also sell them as house pets.""]",I think they originated in Nam Dinh province of Vietnam.,"It is thought to have originated in Nam Định province of Vietnam, in the Red River Delta.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [8, 12]}","{""mentions"": [{""surface"": ""Vietnamese pot-bellied pigs"", ""span"": [0, 38, 65]}]}"
fdr__626___3,fdr__626___3--0,"[""I love Italian cuisine"", ""Oh do you!  It has roots that stretch to antiquity!"", ""What is your favorite Italian dish?"", ""Oh I don't have a favourite, I can't say I have ever eaten!  You see, I'm a bot.  I do know that outside Italy there are other variations.  They might include veal, chicken, or vegetable filling."", ""Oh.  Do you know about any chicken dishes that are Italian?"", ""Well lets, see, there's a breaded chicken dish.   It has a tomato sauce topping, and it's also topped with a cheese such as parmesan or mozzarella."", ""Truthfully, anything with cheese is the best""]",Especially cheddar cheese!  It's the second most popular cheese in the US!,"It is the second-most popular cheese in the US (behind mozzarella), with an average annual consumption of per capita.",HALLUCINATION,"{""surface"": ""It"", ""span"": [28, 30]}","{""mentions"": [{""surface"": ""cheese"", ""span"": [6, 26, 32]}]}"
fdr__627___3,fdr__627___3--0,"[""I just got hired as a financial analyst for a brewery."", ""That is pretty cool! Those businesses make and sell beer correct?"", ""Yes, though I wonder how long people have been brewing beer."", ""It has been taking place since at least 2500 BC if you can believe that!"", ""That's insane. People have been getting drunk for that long? How did they brew their beer back then?"", ""In cottages, but then they created farms for it and monastaries"", ""That makes sense, now i'm assuming they use machines in large buildings. Am I right?""]","Yes, now, but before the production of breweries, it actually took place at home and was a woman's job!","Before the rise of production breweries, the production of beer took place at home and was the domain of women, as baking and brewing were seen as ''women's work''.",HALLUCINATION,"{""surface"": ""it"", ""span"": [50, 52]}","{""mentions"": [{""surface"": ""brewing beer"", ""span"": [2, 47, 59]}]}"
fdr__628___0,fdr__628___0--0,"[""I believe I suffer from Social Anxiety Disorder.""]",People with Social anxiety disorder tend to deal with some social phobias. It can also cause anxiety.,"Social anxiety disorder (SAD), also known as social phobia, is an anxiety disorder characterized by a significant amount of fear in one or more social situations, causing considerable distress and impaired ability to function in at least some parts of daily life.",NON-HALLUCINATION,"{""surface"": ""It"", ""span"": [75, 77]}","{""mentions"": [{""surface"": ""Social Anxiety Disorder"", ""span"": [0, 24, 47]}]}"
fdr__629___3,fdr__629___3--0,"[""Are you a basketball fan?"", ""I am a bot so I'm not actually a fan of this kinds of things, but speaking of the sport, did you know that it is usually played with 5 players ?"", ""Yes I knew that. I am a fan of Jordan"", ""So you were a fan of Michael Jordan on The Bulls?"", ""Yes he was the best!"", ""Yeah, are you from Chicago as well ? The bulls are based there"", ""No but I'm from the Midwest and they were just so fun to watch with Dennis Rodman and Scotty Pippin, Steve Kerr, etc""]",I remember calling Rodman ''The Worm'' back in the day because he was such a good defensive player.,He was nicknamed ''The Worm'' and was known for his fierce defensive and rebounding abilities.,HALLUCINATION,"{""surface"": ""he"", ""span"": [63, 65]}","{""mentions"": [{""surface"": ""Rodman"", ""span"": [6, 75, 81]}]}"
fdr__632___1,fdr__632___1--0,"[""Hi! I really love fried chicken."", ""Neat! Do you like it fried in a pan, deep fried, or in a pressure cooker?"", ""I like it any way, but I must say though I don't like to cook it myself because it makes a big mess.""]","Yeah I agree, even though its delicious the breading and frying it adds a crisp coating but makes quite the mess of grease splatter.",The breading adds a crisp coating or crust to the exterior of the chicken.,HALLUCINATION,"{""surface"": ""it"", ""span"": [64, 66]}","{""mentions"": [{""surface"": ""fried chicken"", ""span"": [0, 18, 31]}]}"
fdr__633___0,fdr__633___0--0,"[""I started yoga and i feel great!""]","It's a great practice for the physical, mental and spiritual body from India. I actually studied the practice in India myself.","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""yoga"", ""span"": [0, 10, 14]}]}"
fdr__633___1,fdr__633___1--0,"[""I started yoga and i feel great!"", ""That's good! Did you know yoga is originally from India? It is a set of disciplines regarding mind, body, and spirit."", ""Oh then tell me about it I am just starting and went to goat yoga""]","There are many varieties across different school and it's associated with different religious practices like Hindu, Buddhism and Jainism. The most common type people practice in the west is Hatha Yoga.","There is a broad variety of yoga schools, practices, and goals in Hinduism, Buddhism, and Jainism.",HALLUCINATION,"{""surface"": ""it"", ""span"": [53, 55]}","{""mentions"": [{""surface"": ""yoga"", ""span"": [0, 10, 14]}, {""surface"": ""yoga"", ""span"": [1, 26, 30]}, {""surface"": ""yoga"", ""span"": [2, 61, 65]}]}"
fdr__635___4,fdr__635___4--0,"[""Have you ever met a German Shepherd? My uncle always had one growing up. They're so big and smart."", ""As a bot, I don't get to meet dogs. I know that German Shepherds originated in Germany."", ""I guess that's why they're called German Shepherds! I can't spell it but they compete in a competition that has 3 parts. Scentwork, obedience and protection. The protection is where the guys dress up in the funny suits."", ""Interesting! German Shepherds are also known as Alsatians in Ireland and Britain."", ""I heard that too. I think that was because of World War 2? Im not sure, but i think they changed the name to avoid the negative association."", ""Also apparently the German Shepherd is a relatively new breed of dog with their orgin dating back to 1899"", ""Yeah I heard that too, but I can't remember all of the founder breeds that were used."", ""I'm not sure either.  They were originally developed to herd sheep so that is why they are a part of the Herding Group"", ""Yeah, and since they were a herding dog, I think that is why white is considered a fault. Since theyre the same color as the sheep.""]","Yes, now they are used for all types of work including disability, search and rescue, police work, military work, and even acting","Since that time however, because of their strength, intelligence, trainability, and obedience, German Shepherds around the world are often the preferred breed for many types of work, including disability assistance, search-and-rescue, police and military roles, and even acting.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [9, 13]}","{""mentions"": [{""surface"": ""German Shepherd"", ""span"": [0, 20, 35]}, {""surface"": ""German Shepherds"", ""span"": [1, 48, 64]}, {""surface"": ""German Shepherds"", ""span"": [2, 34, 50]}, {""surface"": ""German Shepherds"", ""span"": [3, 13, 29]}, {""surface"": ""Alsatians"", ""span"": [3, 48, 57]}, {""surface"": ""German Shepherd"", ""span"": [5, 20, 35]}]}"
fdr__636___3,fdr__636___3--0,"[""I love watching bob ross paint"", ""Interesting. did you know that he was born in 1943 and was also an art instructor?"", ""I didn't know about that, he was so insanely amazing and nice, great human being"", ""Yeah, his show was on PBS from 1983 until 1994"", ""i love falling asleep to his twitch stream that plays all day. its so soothing."", ""I agree, he gained populatiry on Youtube during the 21st century"", ""definitely, so sad he and his wife died of cancer, a disgusting fate for such a great person""]","Poor family to go through that. Bob has a half-brother named Jim, who he mentioned on his show.","He had a half-brother, Jim, whom he mentioned in passing on his show.",HALLUCINATION,"{""surface"": ""he"", ""span"": [70, 72]}","{""mentions"": [{""surface"": ""bob ross"", ""span"": [0, 16, 24]}]}"
fdr__636___4,fdr__636___4--0,"[""I love watching bob ross paint"", ""Interesting. did you know that he was born in 1943 and was also an art instructor?"", ""I didn't know about that, he was so insanely amazing and nice, great human being"", ""Yeah, his show was on PBS from 1983 until 1994"", ""i love falling asleep to his twitch stream that plays all day. its so soothing."", ""I agree, he gained populatiry on Youtube during the 21st century"", ""definitely, so sad he and his wife died of cancer, a disgusting fate for such a great person"", ""Yeah, his hald-brother was mentioned on the show by him when he passed"", ""yea he was on it a few times i think he had some kids on it too.""]",He actually lost part of his left index finger from a carpenter accident.,"Ross dropped out of high school in the 9th grade to work as a carpenter with his father, Jack Ross, where he lost part of his left index finger.",HALLUCINATION,"{""surface"": ""He"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""bob ross"", ""span"": [0, 16, 24]}]}"
fdr__637___2,fdr__637___2--0,"[""I try to get enough vitamin C, but sometimes I feel like I don't. Do you get enough?"", ""I don't need vitamin c as a bot. Did you know vitamin c can prevent scurvy? Even if infected, food or supplements with it can be used to treat it."", ""No, I haven't heard of scurvy actually. Only that it helps with the common cold."", ""Unfortunately, that is possible wrong as well. Evidence goes against the idea of using it to prevent the common cold."", ""That's true. I'm skeptical that it does much at all for colds. The typical person does not have a major vitamin c deficiency, so it most likely wouldn't do much unless they did""]",Well some research shows that in regular use it does seem to help.,"There is, however, some evidence that regular use may shorten the length of colds.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [45, 47]}","{""mentions"": [{""surface"": ""vitamin C"", ""span"": [0, 20, 29]}, {""surface"": ""vitamin c"", ""span"": [1, 13, 22]}, {""surface"": ""vitamin c"", ""span"": [1, 46, 55]}, {""surface"": ""vitamin c"", ""span"": [4, 104, 113]}]}"
fdr__637___3,fdr__637___3--0,"[""I try to get enough vitamin C, but sometimes I feel like I don't. Do you get enough?"", ""I don't need vitamin c as a bot. Did you know vitamin c can prevent scurvy? Even if infected, food or supplements with it can be used to treat it."", ""No, I haven't heard of scurvy actually. Only that it helps with the common cold."", ""Unfortunately, that is possible wrong as well. Evidence goes against the idea of using it to prevent the common cold."", ""That's true. I'm skeptical that it does much at all for colds. The typical person does not have a major vitamin c deficiency, so it most likely wouldn't do much unless they did"", ""Well some research shows that in regular use it does seem to help."", ""Every vitamin helps to have regularly in the right amount. But, in more quantities than necessary the body either gets rid of it (pee), or it builds up in the body (like iron) and can be dangerous. This is why you don't see typical vitamin packs with iron except for targetted ones""]",It also functions as a great antioxidant!,It also functions as an antioxidant.,HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""vitamin C"", ""span"": [0, 20, 29]}, {""surface"": ""vitamin c"", ""span"": [1, 13, 22]}, {""surface"": ""vitamin c"", ""span"": [1, 46, 55]}, {""surface"": ""vitamin c"", ""span"": [4, 104, 113]}]}"
fdr__638___0,fdr__638___0--0,"[""I used to listen to The Rolling Stones a lot when I was a child.""]",Me too. I can't believe they formed in London as far back as 1962! What's your favorite song?,"The Rolling Stones are an English rock band formed in London, England in 1962.",HALLUCINATION,"{""surface"": ""they"", ""span"": [24, 28]}","{""mentions"": [{""surface"": ""The Rolling Stones"", ""span"": [0, 20, 38]}]}"
fdr__640___3,fdr__640___3--0,"[""I'm a widow. Hopefully you're not, but are you/do you know any?"", ""I don't know any. But I do know that widows are treated diferently around the world"", ""Indeed. Some people are more accepting of it than others, and some are more accomodating"", ""Yeah. Did you know that widowhood is the when someones looses their spouse to death?"", ""Yup. Doesn't sound too thrilling. Anything else interesting you learned?"", ""Well a woman is considered a widow but a widower is a man whose spouse has died. I thought that was kinda intersting."", ""It is sort of bizzare how we label things sometimes. It is interesting.""]","It really is, the term ''widowhood'' can be used for either gender but I dont think calling anyone a widow helps them.","The term ''widowhood'' can be used for either sex, at least according to some dictionaries, but the word ''widowerhood'' is also listed in some dictionaries.",HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""a widow"", ""span"": [5, 27, 34]}]}"
fdr__641___0,fdr__641___0--0,"[""New York City is quite impressive""]",Yeah they say that New York and LA are the two largest markets in our country.,"The City of New York, often called New York City or simply New York, is the most populous city in the United States.",HALLUCINATION,"{""surface"": ""they"", ""span"": [5, 9]}","{""mentions"": [{""surface"": ""New York City"", ""span"": [0, 0, 13]}]}"
fdr__641___2,fdr__641___2--0,"[""New York City is quite impressive"", ""Yes!  Did you know that by population, it's the biggest American city?"", ""That's cool to know, thanks for the info."", ""Hey you're welcome.  You might also be interested to know that some describe it as the world's financial, cultural and media capiital."", ""Oh wow that's impressive.  I've heard it called the Big Apple, does it go by any other names?""]","Yeah no problem, New York is my favorite of the two. I wish it was not so cold though.","The City of New York, often called New York City or simply New York, is the most populous city in the United States.",HALLUCINATION,"{""surface"": ""it"", ""span"": [60, 62]}","{""mentions"": [{""surface"": ""New York City"", ""span"": [0, 0, 13]}, {""surface"": ""the Big Apple"", ""span"": [4, 48, 61]}]}"
fdr__644___0,fdr__644___0--0,"[""Do you like carrots? I cannot eat them alone, but if you throw them in some soups or stews, they taste amazing""]",I actually do like carrots.  My husband only likes them raw.  I like any type.  It is a root vegetable and I actually really root veggies,"''sativus'') is a root vegetable, usually orange in colour, though purple, black, red, white, and yellow cultivars exist.",HALLUCINATION,"{""surface"": ""It"", ""span"": [80, 82]}","{""mentions"": [{""surface"": ""carrots"", ""span"": [0, 12, 19]}]}"
fdr__645___2,fdr__645___2--0,"[""My dad works at the Nissan plant the automotive industry has decent jobs"", ""That is interesting, Nissan is a japanese car manufacturer and has an European division as well"", ""Really can you tell me more about it?"", ""Well, I can tell you more about automotives. Did you know the autos meand self in greek and motivus means motion in lation?"", ""Oh ok how long have they been around?""]","Sure, it was first made in the 1890s and 100's tried to pioneer horseless carriage.",The automotive industry began in the 1890s with hundreds of manufacturers that pioneered the horseless carriage.,HALLUCINATION,"{""surface"": ""it"", ""span"": [6, 8]}","{""mentions"": [{""surface"": ""the automotive industry"", ""span"": [0, 33, 56]}]}"
fdr__647___0,fdr__647___0--0,"[""My favorite basketball team is Washington Wizards, i am a professional player also, do you like them?""]","I don't follow basketball, but I know they're a team out of Washington, D.C.","The Washington Wizards are an American professional basketball team based in Washington, D.C.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [38, 42]}","{""mentions"": [{""surface"": ""Washington Wizards"", ""span"": [0, 31, 49]}]}"
fdr__648___0,fdr__648___0--0,"[""Hey, i have visited a museum the other day, and it made me want to work in one so badly""]","That's cool! Museums are great that they conserve our history's collection of artifacts and objects in cultures, art and science.","A museum ( ; plural musea or museums) is an institution that cares for (conserves) a collection of artifacts and other objects of artistic, cultural, historical, or scientific importance.",HALLUCINATION,"{""surface"": ""they"", ""span"": [36, 40]}","{""mentions"": [{""surface"": ""a museum"", ""span"": [0, 20, 28]}]}"
fdr__650___0,fdr__650___0--0,"[""I've always wondered what it is like to be a truck driver.  My father was one.""]",I imagine the hours would be long. I personally think trucks are a hazard on the roads in the US. I assume they face the same problems all over the world in places like Pakistan and the UK>,"A truck driver (commonly referred to as a trucker, teamster or driver in the United States and Canada; a truckie in Australia and New Zealand; a lorry driver, or driver in Ireland, the United Kingdom, India and Pakistan) is a person who earns a living as the driver of a truck (usually a semi truck, box truck or dump truck).",HALLUCINATION,"{""surface"": ""they"", ""span"": [107, 111]}","{""mentions"": [{""surface"": ""a truck driver"", ""span"": [0, 43, 57]}]}"
fdr__651___4,fdr__651___4--0,"[""Some people seem to enjoy what they call Extreme Couponing."", ""I know!  There is even a tv show about it!  In 2010 it had more than 2 million viewers!"", ""Wow, probably some people go to far with their couponing and it becomes and obsession"", ""Yes, it involves shopping skills as well as using coupons."", ""Sure, and it takes times too that maybe you could instead use to make more money, but I like to go were they have reasonable prices."", ""Yes, did you know that Wall Street Journal was the first to mention \""extreme couponers\""?"", ""Really? I wouldn't have imagined that would be on their editorial line, but I guess extreme couponing was having an economic impact, maybe."", ""Yep, and shortly after that, Nightline had a segment on extreme couponing."", ""So, yes it seems that it has become and industry everything around extreme couponing.""]","It sure has!  I guess saving as much money as possible can be exhilarating, but I don't think I could handle the stress!",Extreme couponing is an activity that combines shopping skills with couponing in an attempt to save as much money as possible while accumulating the most groceries.,HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""Extreme Couponing"", ""span"": [0, 41, 58]}, {""surface"": ""couponing"", ""span"": [2, 47, 56]}, {""surface"": ""extreme couponing"", ""span"": [6, 84, 101]}, {""surface"": ""extreme couponing"", ""span"": [7, 56, 73]}, {""surface"": ""extreme couponing"", ""span"": [8, 67, 84]}]}"
fdr__654___0,fdr__654___0--0,"[""I have social anxiety. Do you know anything about that?""]","Yes, i used to have social anxiety. It can be defined as nervousness in social situations",Social anxiety can be defined as nervousness in social situations.,HALLUCINATION,"{""surface"": ""It"", ""span"": [36, 38]}","{""mentions"": [{""surface"": ""social anxiety"", ""span"": [0, 7, 21]}]}"
